0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
0,16,32,48,64,80,97,113,129,145,161,178,194,210,226,242,258,274,291,307,323,339,355,371,387,404,420,436,452,468,484,501,517,533,549,565,581,598,614,630,646,662,678,694,711,727,743,759,775,792,808,824,840,856,873,889,905,921,938,954,970,986,1003,1019,1035,1051,1067,1084,1100,1116,1132,1149,1165,1181,1197,1213,1230,1246
