0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
24.729441010699727,15.966095123644731,15.853850496227304,23.95244272791298,19.524151771384847,18.737384669399784,21.885636198341558,22.70870535784924,21.92132586622399,19.51583854783993,25.525723413958993,20.978906801896464,24.96984651769347,24.188823061630547,24.932178488230434,25.4416502427532,23.050472496231436,23.972273163660137,23.11335064195938,22.556449791315902,22.37795647554234,15.662030682351121,13.548909309813354,20.93411661580443,21.172266230575588,12.917215850024514,19.9365576908725,19.84040048009426,11.739780722100516,22.045428528280024,23.34501813991001,4.834714963803811,19.053261405335512,23.178099868338787,10.92011193550248,23.00953250673662,18.90760844030203,20.067681768742784,27.757621415362443,22.74765989235128,23.329977358942386,25.3282448547218,19.738991657498765,23.54214145139377,21.650717920547738,21.03955177915472,23.801259071119183,22.39293646933768,17.495733756776513,17.14595374289576,23.103793481939253,18.599719580049857,11.481277776751298,23.536077460822554,18.105160965472045,20.869100494921884,23.700797488492736,19.47724497789757,24.10102173667043,21.54447514752371,13.96347892104207,23.445062693969966,22.627729657279147,24.656427999927935,12.630317746723446,24.70993286089448,22.21999789374379,8.17955739765146,23.262172046093802,21.54205262717849,18.509044996306162,20.92917685203889,24.524074034990782,21.399518024916162,19.344645759085843,20.024172301155485,22.465485715462464,22.137630192925393
25.700542941393277,19.583239706724154,18.3102434569914,24.873227734088115,22.06337349374088,13.527161287012799,22.38296297824445,21.272522549633,18.82727468207107,11.764474054404594,22.383759682297015,22.7136237586279,25.190839069825657,25.698080637048587,26.511154645718925,26.32733807088539,26.57534020285442,25.654776897961593,25.399436658112723,18.325297920906337,23.188656255710622,14.290278016752358,12.463868960897429,20.925793396762824,20.807272565111802,16.877362731989365,21.69990884535179,11.696568413685105,14.284043407511763,16.656733341769865,23.48768096782583,10.651527538613287,13.149892550153657,22.128459429543366,15.066233319082272,22.718769398775375,20.679789084791942,20.555128613638626,23.82383142190279,22.022210727508927,20.868149772148264,22.152124998576536,17.802893549119716,21.41267669546977,21.302784197551592,19.099936552296747,26.302152016283785,21.531147130984056,18.60906632068178,20.028378551909256,30.106770894246917,24.716767275706186,16.39604189976196,19.697999438179348,26.009748048154115,26.103793363765462,20.929369227393348,21.59062618806451,21.78915998975946,23.40703870712987,15.651331964552917,24.588007049284226,20.820882452149853,26.18318132055751,18.630401499798985,27.350715491857024,20.81280508513762,17.60177380856016,22.83201978325058,18.755651540120446,23.89775857000302,21.694224191979618,21.568205913809706,25.117920561494525,21.051534228206897,21.870519072013632,25.747033634253416,26.841713059113758
22.797304256203272,18.17059305449267,20.42236739191658,23.94734651066984,21.5372685808331,19.266055372385857,20.804328919311025,23.210803965481357,12.581097920695894,15.662335912111976,23.819101947595293,20.442998680343713,22.41451964317393,24.249126496741855,25.803172008903346,24.124072769289906,25.970899137514117,22.103821116292284,21.712824588851504,21.358518749205768,22.005476308405346,21.049076492630306,15.136330092223766,15.034436332339792,17.822941472213202,18.719330188850364,16.94453311942846,19.624725007304132,17.370286479972904,19.479613575324088,18.671994856456926,17.375595459951775,22.44421173239999,24.257200807375717,19.643129164512114,22.540664367232147,21.94179547485727,20.121090453981587,18.790288571525075,24.392379522079786,18.716010204009756,19.848650540650393,19.00542108598406,14.413385429471816,17.404606938798832,18.24884660267306,20.36705781036552,21.130699867621235,19.488909507936178,19.458741775784503,21.829726497792304,17.059269774353197,16.412522802887867,21.87615116025904,25.56999285137203,15.768247670794718,20.655372733657508,17.893579404547996,20.04675515178993,21.798991918242702,23.256208204034888,24.067080932541423,11.729701121876765,26.815490949610233,21.78276462049399,18.479665461745288,20.04962478026781,17.778734959653193,18.48018613215092,14.968995710370857,24.347719406541195,16.44082657993634,20.346052956191397,25.329962462432857,21.504703011327447,22.69858814567201,24.53142637897188,23.825224480532963
22.037542807520797,20.54384482312363,17.03339237685863,21.725576569135008,23.844487725704898,20.61617397431866,22.33918497069138,23.9553602844994,14.188384860771288,19.510411931849404,19.72388851583788,20.71815331799975,18.730084954174156,21.869330990264952,28.665644193189745,24.767306706710873,25.678693962893856,16.595211834497782,19.679836841518053,26.0231567983506,20.878617943571903,24.151473751602165,10.865596530815601,13.116854958731736,17.474453991301,24.284402886281583,21.354349311970726,24.357048430141568,18.4505143153697,16.370845182070752,19.46537941123593,23.278585080465177,21.38087644922013,24.621207443263724,28.927738179259997,19.991000349231136,25.090559186287077,25.41909593070949,21.104166035406354,24.839633856242855,28.144521724632064,26.419470879464814,20.820318174211238,22.640723084350512,22.956680295682318,24.589740853243093,19.18044984330612,25.138353707168708,18.34725674936738,24.190932589340484,23.47859525151441,22.066055812230957,14.477508977674844,18.791063977842974,21.60957572521551,17.95075530202976,14.397944623448996,21.740243545136543,19.89556637943306,18.05269247322677,21.88828651988416,19.990932645754665,21.714376049398695,17.295573524024192,26.98052388018535,27.600221312236297,24.742771194267203,20.01486933301172,22.043305487079085,22.24914025161692,20.18472696529584,23.428177838636543,18.63071238099566,21.78984824936115,20.40419028185219,21.485797184899834,26.360811739019674,26.905062141273866
19.878627793929123,20.852151486819782,18.999061764793247,20.139895506912854,22.595981293411704,17.83544377746886,19.353197780320727,23.656455113706286,17.083023416782478,14.989611500244214,21.320538535009728,13.932990855509264,15.99862907335761,16.009605120721176,25.2070868233722,25.62272163187768,21.82590307983202,21.310642623343245,18.913301064830463,21.573346937579586,19.152080718471954,21.052906655657985,18.58605481059677,13.385516119360632,23.147415779884774,23.73855489327836,17.67785384818088,15.80216530110978,19.327492290637352,12.948147064472673,20.410056005861197,18.510562505407187,20.309730589373522,19.69024479943322,21.276516381119016,21.761607003723984,22.39247452794657,21.66659865137943,18.842158125855512,21.326952559088316,14.528230025646122,18.610422009366527,20.234540204730266,18.420047778005443,21.511790899560374,17.253315592645965,18.64839288890883,18.75205092740502,14.370198928688636,17.83049837271666,20.419265701954,13.904869590929854,16.86945948666028,17.997505173606488,20.57308677776084,19.103596861138506,16.033010130699196,20.43298624007391,21.528605421303517,20.988540513236508,16.634213420093612,18.12084165901376,21.579426125050585,18.453988535516867,27.7433566913745,27.548460110147033,21.701115722809174,24.685354049572922,24.532200383326845,23.238256788253565,26.078040236729613,24.904089576783875,23.995923202573344,18.851243324833796,20.95986713061598,21.914028110730342,21.505293298334866,14.55719283166946
25.63886639552665,24.11050348270179,24.119434604564056,25.243486175076768,23.08599090189094,24.338706052458356,20.548154944378147,25.63108065260671,16.050680111920048,18.761918354532153,20.659468930774423,20.067783267291414,14.718773920968635,24.770545562532345,20.053059590618865,21.196758781659824,18.05728842480128,22.75422997776401,20.61597076598291,20.982815588816603,21.426366146517775,22.1716990372739,14.890824996464154,10.27467329675203,19.459341294242464,18.77348229569176,19.07320290675939,19.371777218201984,22.21575581130868,18.430467891871906,19.32616670850533,21.391679618279706,20.354752671516856,18.24797209698204,21.05189063189671,18.16959486849819,19.506875878195657,21.683480647411407,22.1610429685098,17.305234620978723,14.96569002141051,22.500976982333665,19.167020320407083,16.884171359423267,20.53334743343363,23.277549429144067,19.177407079226924,18.976153297256587,18.137773765359153,19.164409802547496,19.314715529015636,15.576246751101815,19.420244617985126,24.615430171841744,19.5515029994565,20.703520788923587,21.035748995096796,22.518269284520468,22.090192431097663,24.130748622426307,21.523570599497738,20.09411601754581,26.859775874356984,22.871941811026403,28.55099763320697,29.522117388621023,18.914142096464413,22.483535407980984,28.36244256181866,25.8103531016458,27.834029089141552,24.809831399450623,25.004015740973134,12.43418054645556,18.534432540279802,22.599551760399038,21.395366204673724,20.246353839936365
25.25557025918853,23.72543888566131,21.53958368151364,20.535059040089177,21.9948605960005,20.183687290325107,21.983688927349434,25.09232870463276,21.380898663158355,20.184599905065067,24.366301105254976,20.40574265019419,20.872508788030395,19.96840646179587,13.753926731082917,22.081481787779666,15.128781408300439,15.150615026799727,13.660122783893508,20.449831058453324,14.151109408428026,20.195912906786628,18.071382414809833,14.899598835980276,20.09739826149354,19.911114734931964,22.775930738698055,19.350857514321905,18.06884226285309,19.121903214134228,22.623194099887847,19.98992765390493,17.775257071881107,18.551432992290405,17.3440173716469,17.1706331421223,17.692958801793413,19.697552504191247,23.96594253225209,16.723775766921687,21.609880451251165,21.82785889628019,17.040592486641497,20.006873799668156,13.27512411437473,21.97223182663111,23.187999456900815,20.43727467542093,21.31452179209726,22.555404859410668,22.964673880192134,17.78919705512777,16.906897873011857,17.371131386375207,22.146125070296165,19.235742862277107,19.92029467766248,18.578753702494403,24.414600739664426,23.65323895789782,23.288236377496442,24.574522446565386,27.01359922575585,26.306011878737284,26.03651436202004,25.076372547456206,21.95063131153818,24.982384448238754,28.12598237051945,26.103174539644684,26.661328742726745,23.12194097937375,24.039809512885043,12.514148905946712,24.165808302127324,24.039646438362873,24.875558234551086,28.05836339178881
24.65645869808008,23.690016540399473,23.715067383176198,24.11072413252181,26.0960487899098,19.317987294390104,22.961027443253922,23.919432924379983,23.52773175200117,23.90181109401393,23.24401652684693,21.84381668180293,14.643321619387507,20.121623358301687,20.16342901320836,22.856058322838003,18.6799715794662,20.38165654131164,16.39226021877869,21.74911222698396,20.766871352093045,19.03075531001965,21.793137777048067,19.618742435869752,16.2201186466061,22.411372676613603,26.38298187766531,20.725208428221624,25.766456722326613,23.82206891939255,26.954182634070076,22.572703948333977,18.90030291950036,22.532802176573888,19.833283492374974,22.06272311153376,15.69239581758248,8.564259008330472,24.35326942827475,17.234370799250417,24.764544249627924,27.051219181623942,20.517576357934622,28.07748187388392,15.695246425335345,23.26905757556606,24.387512013667976,22.754278274781647,24.88907655530586,22.956723596873996,25.734220746211612,17.442847072580495,25.001401154038856,21.659640141889934,20.497128785208826,21.52544176203598,19.86799859767811,24.591356772291014,25.353198779649905,23.0186953918907,20.85199247335967,23.828292595541853,25.08500669224892,20.391054898262272,24.37966410158286,26.999916628682403,20.31338795187696,22.079757208973064,26.44084262752135,25.315095397747772,27.368847465346484,22.16231904749736,25.475681235173628,10.980769912640842,23.083876183076665,27.3295989725323,21.598194856535212,24.3884971066304
24.77844098855707,23.732437113933567,23.770725979346956,25.995070266350446,27.8972969176793,21.588692111224592,24.407764899962938,25.474977451541882,23.51982522618287,24.456277745511226,21.77238306613036,22.46919899773067,11.71310850945267,16.678645882672797,18.360849635303854,22.31954298426674,16.05162715017366,19.681628471776136,18.43991287183809,21.173721182145616,19.94467430323295,18.69311408873729,23.659345379586874,15.498460903348326,18.094822834232897,19.532198060705998,21.93301003782558,21.71818856024325,23.538953337799995,21.566930324347464,21.24993509359289,18.672014137733466,15.753513105750537,20.273809803446376,18.471846125149803,18.730684804568423,18.73035041820029,20.92802618885276,20.518608738470707,20.06635618742239,23.027686203825233,13.80515985949604,18.833044075215803,24.895894648138334,10.937084575607003,18.28788300837941,18.305534679613046,21.480820077468895,23.53748004902201,23.296990941946213,19.252620585258008,18.12625807072546,19.660473600432276,21.500168825816733,21.563971197016016,21.089269294337416,19.74541616019922,21.081594846880936,19.370643478379655,23.118692088196745,16.018128042576432,24.440723640209704,20.919669319333206,26.45151606479046,27.887476497437852,24.516714655114125,26.124077044043293,22.928434484972275,25.17355077621525,22.83313238978818,25.686200802574646,15.223376266000827,28.09841976150919,7.721119900951257,26.0546799694145,25.91740816814909,22.238411189560626,23.484527330551085
20.807843954658757,23.407379099839346,23.65212650529579,26.55571952717524,26.27639071740156,17.29335376559647,18.618121129303574,22.87825662154012,23.717243412549603,20.152717323900244,21.706997208339438,23.81156923606152,19.600912000230228,23.277065218545772,15.552800108796974,26.50276328070957,18.511380395426663,22.1654482240334,21.39616506682401,26.881421764521146,20.755612095272454,22.775475467094452,21.180897681205952,21.96183469503157,18.82386554138276,18.07129516189901,19.934656457036414,19.600829210188163,18.183348289511695,20.024011552645515,23.060062580893838,20.12252767032175,20.177387878593127,17.944190558891354,20.46025787890707,17.969648204572092,16.39251496538257,23.028748177667,20.574420437209476,18.821680575370074,20.006917343889054,4.0936025766986095,20.77957239934676,23.215150431353685,10.290457395529947,23.939274450156393,21.23458672526734,21.58001192833821,20.961058989465556,21.370969854215776,19.54747394503685,19.866283876274306,17.152398672053785,20.616832484310827,19.437164664539015,19.078353318545616,21.69047617010495,17.57284906039965,18.451155275810912,20.466144604421128,18.059746551968384,24.079477236813705,22.665049938664044,23.93310281104653,22.472905655288006,18.961157773742727,21.709446845991568,22.264950220221227,23.767260934988553,23.039580421030827,24.66747578937837,21.76327826553535,24.40218592512325,8.708697522129365,24.043970521278986,24.225181092012434,22.34530022236721,19.845660934655317
