0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
0,24,49,74,98,123,148,172,197,222,247,271,296,321,345,370,395,419,444,468,493,518,542,567,592,616,641,666,690,715,740,764,789,813,838,863,887,912,936,961,986,1010,1035,1059,1084,1108,1133,1158,1182,1207,1232,1256,1281,1306,1330,1355,1379,1404,1429,1453,1478,1503,1527,1552,1576,1601,1626,1650,1675,1700,1724,1749,1774,1798,1823,1847
